ID,Tax,Year,KO,LogFC,Contrast
Diatom-K00012,Diatom,2018,K00012,-0.995856034,day11
Diatom-K00022,Diatom,2018,K00022,2.84798896,day11
Diatom-K00033,Diatom,2018,K00033,1.495421564,day11
Diatom-K00036,Diatom,2018,K00036,0.679186218,day11
Diatom-K00053,Diatom,2018,K00053,-0.745434948,day11
Diatom-K00218,Diatom,2018,K00218,-0.748661239,day11
Diatom-K00248,Diatom,2018,K00248,1.109522849,day11
Diatom-K00264,Diatom,2018,K00264,1.375412848,day11
Diatom-K00323,Diatom,2018,K00323,1.461045322,day11
Diatom-K00327,Diatom,2018,K00327,-0.935312737,day11
Diatom-K00340,Diatom,2018,K00340,3.118335029,day11
Diatom-K00469,Diatom,2018,K00469,1.899580122,day11
Diatom-K00485,Diatom,2018,K00485,2.776113732,day11
Diatom-K00521,Diatom,2018,K00521,1.500106549,day11
Diatom-K00616,Diatom,2018,K00616,1.523335594,day11
Diatom-K00710,Diatom,2018,K00710,2.728894985,day11
Diatom-K00731,Diatom,2018,K00731,1.847568958,day11
Diatom-K00757,Diatom,2018,K00757,-7.901293801,day11
Diatom-K00801,Diatom,2018,K00801,-2.93460606,day11
Diatom-K00814,Diatom,2018,K00814,-0.946570908,day11
Diatom-K00856,Diatom,2018,K00856,1.358826447,day11
Diatom-K00873,Diatom,2018,K00873,-0.459981627,day11
Diatom-K00895,Diatom,2018,K00895,-1.17546079,day11
Diatom-K00927,Diatom,2018,K00927,-0.341174426,day11
Diatom-K00965,Diatom,2018,K00965,-6.781537462,day11
Diatom-K01006,Diatom,2018,K01006,2.433206951,day11
Diatom-K01011,Diatom,2018,K01011,2.732759278,day11
Diatom-K01061,Diatom,2018,K01061,-6.350634243,day11
Diatom-K01179,Diatom,2018,K01179,1.844930646,day11
Diatom-K01183,Diatom,2018,K01183,0.653288084,day11
Diatom-K01225,Diatom,2018,K01225,7.085982311,day11
Diatom-K01251,Diatom,2018,K01251,-0.909943937,day11
Diatom-K01256,Diatom,2018,K01256,-1.342405138,day11
Diatom-K01315,Diatom,2018,K01315,1.274902699,day11
Diatom-K01341,Diatom,2018,K01341,5.977620391,day11
Diatom-K01490,Diatom,2018,K01490,-1.119335041,day11
Diatom-K01534,Diatom,2018,K01534,-2.349022264,day11
Diatom-K01535,Diatom,2018,K01535,-2.634788205,day11
Diatom-K01581,Diatom,2018,K01581,1.603885384,day11
Diatom-K01610,Diatom,2018,K01610,1.105321901,day11
Diatom-K01623,Diatom,2018,K01623,-1.350811724,day11
Diatom-K01626,Diatom,2018,K01626,1.006641917,day11
Diatom-K01637,Diatom,2018,K01637,1.894396709,day11
Diatom-K01655,Diatom,2018,K01655,-4.483842479,day11
Diatom-K01738,Diatom,2018,K01738,0.959481235,day11
Diatom-K01783,Diatom,2018,K01783,1.260907784,day11
Diatom-K01792,Diatom,2018,K01792,0.577893495,day11
Diatom-K01809,Diatom,2018,K01809,-2.02611561,day11
Diatom-K01810,Diatom,2018,K01810,0.788185626,day11
Diatom-K01845,Diatom,2018,K01845,-0.578146916,day11
Diatom-K01869,Diatom,2018,K01869,-1.111965763,day11
Diatom-K01870,Diatom,2018,K01870,-2.628629435,day11
Diatom-K01874,Diatom,2018,K01874,-1.87871962,day11
Diatom-K01880,Diatom,2018,K01880,-0.942340318,day11
Diatom-K01881,Diatom,2018,K01881,-1.166684778,day11
Diatom-K01897,Diatom,2018,K01897,0.864622671,day11
Diatom-K01899,Diatom,2018,K01899,1.924320374,day11
Diatom-K01953,Diatom,2018,K01953,0.575851909,day11
Diatom-K01969,Diatom,2018,K01969,2.20745701,day11
Diatom-K02112,Diatom,2018,K02112,2.1453217,day11
Diatom-K02115,Diatom,2018,K02115,-0.5163027,day11
Diatom-K02133,Diatom,2018,K02133,-2.40087366,day11
Diatom-K02144,Diatom,2018,K02144,-1.301965089,day11
Diatom-K02183,Diatom,2018,K02183,1.626713739,day11
Diatom-K02232,Diatom,2018,K02232,6.481046985,day11
Diatom-K02293,Diatom,2018,K02293,-0.952753664,day11
Diatom-K02355,Diatom,2018,K02355,-2.614188662,day11
Diatom-K02519,Diatom,2018,K02519,-1.344890992,day11
Diatom-K02575,Diatom,2018,K02575,2.808558019,day11
Diatom-K02638,Diatom,2018,K02638,2.210474998,day11
Diatom-K02639,Diatom,2018,K02639,-1.628573109,day11
Diatom-K02693,Diatom,2018,K02693,1.112121161,day11
Diatom-K02719,Diatom,2018,K02719,0.724253697,day11
Diatom-K02730,Diatom,2018,K02730,0.970600975,day11
Diatom-K02880,Diatom,2018,K02880,-3.16106605,day11
Diatom-K02894,Diatom,2018,K02894,-1.032767657,day11
Diatom-K02896,Diatom,2018,K02896,-1.123823155,day11
Diatom-K02900,Diatom,2018,K02900,-1.177877695,day11
Diatom-K02905,Diatom,2018,K02905,-2.170305778,day11
Diatom-K02908,Diatom,2018,K02908,-1.435735336,day11
Diatom-K02915,Diatom,2018,K02915,-1.001223986,day11
Diatom-K02930,Diatom,2018,K02930,0.741192209,day11
Diatom-K02938,Diatom,2018,K02938,-1.309665284,day11
Diatom-K02940,Diatom,2018,K02940,1.017541323,day11
Diatom-K02943,Diatom,2018,K02943,-1.054128775,day11
Diatom-K02951,Diatom,2018,K02951,2.627677681,day11
Diatom-K02953,Diatom,2018,K02953,-6.154186939,day11
Diatom-K02955,Diatom,2018,K02955,-1.942961286,day11
Diatom-K02962,Diatom,2018,K02962,1.488152109,day11
Diatom-K02966,Diatom,2018,K02966,0.052901495,day11
Diatom-K02969,Diatom,2018,K02969,-1.214251484,day11
Diatom-K02976,Diatom,2018,K02976,6.092404542,day11
Diatom-K02981,Diatom,2018,K02981,-1.05257399,day11
Diatom-K02984,Diatom,2018,K02984,0.586958161,day11
Diatom-K02987,Diatom,2018,K02987,-0.849722776,day11
Diatom-K03070,Diatom,2018,K03070,-1.633425505,day11
Diatom-K03086,Diatom,2018,K03086,1.425839501,day11
Diatom-K03231,Diatom,2018,K03231,-2.86031373,day11
Diatom-K03234,Diatom,2018,K03234,-0.719061997,day11
Diatom-K03235,Diatom,2018,K03235,-2.035467415,day11
Diatom-K03247,Diatom,2018,K03247,1.308163056,day11
Diatom-K03321,Diatom,2018,K03321,1.606835897,day11
Diatom-K03403,Diatom,2018,K03403,0.044739378,day11
Diatom-K03404,Diatom,2018,K03404,-0.523080088,day11
Diatom-K03522,Diatom,2018,K03522,1.899073407,day11
Diatom-K03671,Diatom,2018,K03671,-0.844623163,day11
Diatom-K03676,Diatom,2018,K03676,0.673512615,day11
Diatom-K03695,Diatom,2018,K03695,-1.423490649,day11
Diatom-K03773,Diatom,2018,K03773,1.062998867,day11
Diatom-K03839,Diatom,2018,K03839,2.787392299,day11
Diatom-K03969,Diatom,2018,K03969,-1.828286319,day11
Diatom-K04079,Diatom,2018,K04079,2.804010686,day11
Diatom-K04498,Diatom,2018,K04498,1.039179679,day11
Diatom-K04688,Diatom,2018,K04688,-2.015758211,day11
Diatom-K04712,Diatom,2018,K04712,-1.982840608,day11
Diatom-K05034,Diatom,2018,K05034,1.150272616,day11
Diatom-K05643,Diatom,2018,K05643,2.143724121,day11
Diatom-K05656,Diatom,2018,K05656,-4.874037651,day11
Diatom-K06027,Diatom,2018,K06027,-1.071532358,day11
Diatom-K06118,Diatom,2018,K06118,-1.344079694,day11
Diatom-K06207,Diatom,2018,K06207,-1.451285758,day11
Diatom-K06215,Diatom,2018,K06215,-1.90125526,day11
Diatom-K06670,Diatom,2018,K06670,-1.679906629,day11
Diatom-K07124,Diatom,2018,K07124,6.644244416,day11
Diatom-K07178,Diatom,2018,K07178,-4.611401369,day11
Diatom-K07300,Diatom,2018,K07300,1.679362293,day11
Diatom-K07374,Diatom,2018,K07374,-1.545969068,day11
Diatom-K07436,Diatom,2018,K07436,1.44887686,day11
Diatom-K07508,Diatom,2018,K07508,1.640889913,day11
Diatom-K07509,Diatom,2018,K07509,1.398316297,day11
Diatom-K07511,Diatom,2018,K07511,3.420779495,day11
Diatom-K07515,Diatom,2018,K07515,-1.000334567,day11
Diatom-K08490,Diatom,2018,K08490,-1.498608416,day11
Diatom-K08738,Diatom,2018,K08738,-0.83344093,day11
Diatom-K08803,Diatom,2018,K08803,4.905090245,day11
Diatom-K08907,Diatom,2018,K08907,-1.711821806,day11
Diatom-K08910,Diatom,2018,K08910,1.367511842,day11
Diatom-K09486,Diatom,2018,K09486,-1.230736936,day11
Diatom-K09487,Diatom,2018,K09487,-1.130185284,day11
Diatom-K09490,Diatom,2018,K09490,-1.615668094,day11
Diatom-K09523,Diatom,2018,K09523,-1.392034885,day11
Diatom-K09864,Diatom,2018,K09864,1.58321366,day11
Diatom-K10151,Diatom,2018,K10151,1.627161091,day11
Diatom-K10249,Diatom,2018,K10249,-1.226185764,day11
Diatom-K10257,Diatom,2018,K10257,-1.997733256,day11
Diatom-K10960,Diatom,2018,K10960,-0.63362144,day11
Diatom-K11000,Diatom,2018,K11000,-0.594718783,day11
Diatom-K11187,Diatom,2018,K11187,1.937996505,day11
Diatom-K11428,Diatom,2018,K11428,-3.785347599,day11
Diatom-K11599,Diatom,2018,K11599,-1.761796895,day11
Diatom-K11607,Diatom,2018,K11607,2.859798786,day11
Diatom-K11840,Diatom,2018,K11840,-2.208743705,day11
Diatom-K11886,Diatom,2018,K11886,-3.307648876,day11
Diatom-K12304,Diatom,2018,K12304,-1.083032217,day11
Diatom-K12418,Diatom,2018,K12418,-1.251340303,day11
Diatom-K12450,Diatom,2018,K12450,1.087099716,day11
Diatom-K12451,Diatom,2018,K12451,1.227447438,day11
Diatom-K12483,Diatom,2018,K12483,1.768863114,day11
Diatom-K12613,Diatom,2018,K12613,5.642535461,day11
Diatom-K12856,Diatom,2018,K12856,-2.713267473,day11
Diatom-K12873,Diatom,2018,K12873,-2.878981815,day11
Diatom-K13100,Diatom,2018,K13100,-3.455881138,day11
Diatom-K13348,Diatom,2018,K13348,0.099728832,day11
Diatom-K13412,Diatom,2018,K13412,1.051383274,day11
Diatom-K13606,Diatom,2018,K13606,-1.785604823,day11
Diatom-K13755,Diatom,2018,K13755,-1.608616755,day11
Diatom-K13858,Diatom,2018,K13858,1.78545468,day11
Diatom-K13993,Diatom,2018,K13993,-2.211163679,day11
Diatom-K14437,Diatom,2018,K14437,-4.272311655,day11
Diatom-K14442,Diatom,2018,K14442,4.548919132,day11
Diatom-K14457,Diatom,2018,K14457,5.898740808,day11
Diatom-K14674,Diatom,2018,K14674,1.701731,day11
Diatom-K14683,Diatom,2018,K14683,2.889116266,day11
Diatom-K14684,Diatom,2018,K14684,-3.675176448,day11
Diatom-K15102,Diatom,2018,K15102,-0.849742565,day11
Diatom-K15111,Diatom,2018,K15111,-1.949077626,day11
Diatom-K15216,Diatom,2018,K15216,6.807327185,day11
Diatom-K15272,Diatom,2018,K15272,-1.084562463,day11
Diatom-K15275,Diatom,2018,K15275,-0.914332142,day11
Diatom-K15283,Diatom,2018,K15283,-0.471453736,day11
Diatom-K16194,Diatom,2018,K16194,6.746239667,day11
Diatom-K17086,Diatom,2018,K17086,0.772696756,day11
Diatom-K17732,Diatom,2018,K17732,1.857609496,day11
Diatom-K17900,Diatom,2018,K17900,-6.671603091,day11
Diatom-K18443,Diatom,2018,K18443,2.50037167,day11
Diatom-K19015,Diatom,2018,K19015,5.533557339,day11
Diatom-K19909,Diatom,2018,K19909,4.000959328,day11
Diatom-K19910,Diatom,2018,K19910,1.615358843,day11
Diatom-K20292,Diatom,2018,K20292,-1.545529698,day11
Diatom-K20370,Diatom,2018,K20370,4.004122126,day11
Diatom-K20940,Diatom,2018,K20940,3.758104905,day11
Diatom-K20989,Diatom,2018,K20989,0.802890968,day11
Diatom-K21737,Diatom,2018,K21737,-0.968694399,day11
Diatom-K00012,Diatom,2018,K00012,-1.116855634,day3
Diatom-K00134,Diatom,2018,K00134,0.823689528,day3
Diatom-K00140,Diatom,2018,K00140,-1.179056386,day3
Diatom-K00323,Diatom,2018,K00323,1.172450436,day3
Diatom-K00434,Diatom,2018,K00434,0.891256004,day3
Diatom-K00485,Diatom,2018,K00485,0.948817208,day3
Diatom-K00486,Diatom,2018,K00486,3.093806295,day3
Diatom-K00602,Diatom,2018,K00602,2.753147494,day3
Diatom-K00620,Diatom,2018,K00620,3.264122205,day3
Diatom-K00654,Diatom,2018,K00654,1.961364027,day3
Diatom-K00757,Diatom,2018,K00757,-3.024504154,day3
Diatom-K00855,Diatom,2018,K00855,2.797557328,day3
Diatom-K00927,Diatom,2018,K00927,0.825501661,day3
Diatom-K01251,Diatom,2018,K01251,1.96633994,day3
Diatom-K01417,Diatom,2018,K01417,1.908749155,day3
Diatom-K01623,Diatom,2018,K01623,-2.992803654,day3
Diatom-K01624,Diatom,2018,K01624,-0.420916874,day3
Diatom-K01655,Diatom,2018,K01655,-3.480432676,day3
Diatom-K01711,Diatom,2018,K01711,-0.745971816,day3
Diatom-K01736,Diatom,2018,K01736,4.746334203,day3
Diatom-K01783,Diatom,2018,K01783,1.610951442,day3
Diatom-K01792,Diatom,2018,K01792,1.022776803,day3
Diatom-K01870,Diatom,2018,K01870,-2.173778588,day3
Diatom-K01948,Diatom,2018,K01948,2.750794723,day3
Diatom-K02132,Diatom,2018,K02132,-1.028345817,day3
Diatom-K02148,Diatom,2018,K02148,2.015781422,day3
Diatom-K02639,Diatom,2018,K02639,-1.394397685,day3
Diatom-K02716,Diatom,2018,K02716,-1.060053611,day3
Diatom-K02865,Diatom,2018,K02865,1.373060426,day3
Diatom-K02876,Diatom,2018,K02876,-1.214395265,day3
Diatom-K02877,Diatom,2018,K02877,1.788765473,day3
Diatom-K02880,Diatom,2018,K02880,-3.157584842,day3
Diatom-K02918,Diatom,2018,K02918,1.173269706,day3
Diatom-K02947,Diatom,2018,K02947,-1.145416991,day3
Diatom-K02955,Diatom,2018,K02955,-1.229081035,day3
Diatom-K02966,Diatom,2018,K02966,1.034235358,day3
Diatom-K02975,Diatom,2018,K02975,-1.231064293,day3
Diatom-K03231,Diatom,2018,K03231,-2.72998895,day3
Diatom-K03403,Diatom,2018,K03403,1.24779948,day3
Diatom-K03777,Diatom,2018,K03777,4.083602952,day3
Diatom-K03798,Diatom,2018,K03798,0.615717212,day3
Diatom-K03839,Diatom,2018,K03839,0.744716847,day3
Diatom-K04043,Diatom,2018,K04043,-1.416379705,day3
Diatom-K04565,Diatom,2018,K04565,-5.580844139,day3
Diatom-K05656,Diatom,2018,K05656,-2.144571921,day3
Diatom-K05765,Diatom,2018,K05765,-1.671148357,day3
Diatom-K05808,Diatom,2018,K05808,1.059556852,day3
Diatom-K06067,Diatom,2018,K06067,1.927887987,day3
Diatom-K06254,Diatom,2018,K06254,-1.732452011,day3
Diatom-K07238,Diatom,2018,K07238,0.816009198,day3
Diatom-K07515,Diatom,2018,K07515,-2.783218236,day3
Diatom-K08516,Diatom,2018,K08516,-2.23745308,day3
Diatom-K08901,Diatom,2018,K08901,2.750956471,day3
Diatom-K08907,Diatom,2018,K08907,-1.110299015,day3
Diatom-K08910,Diatom,2018,K08910,1.261231048,day3
Diatom-K09490,Diatom,2018,K09490,-1.033206967,day3
Diatom-K09839,Diatom,2018,K09839,2.418446317,day3
Diatom-K10357,Diatom,2018,K10357,-0.341363539,day3
Diatom-K10626,Diatom,2018,K10626,2.071101506,day3
Diatom-K11840,Diatom,2018,K11840,-3.023692466,day3
Diatom-K11886,Diatom,2018,K11886,-4.796869003,day3
Diatom-K12304,Diatom,2018,K12304,-1.667970322,day3
Diatom-K12394,Diatom,2018,K12394,4.051444966,day3
Diatom-K12572,Diatom,2018,K12572,1.782895235,day3
Diatom-K12856,Diatom,2018,K12856,-2.439659637,day3
Diatom-K12872,Diatom,2018,K12872,2.927350567,day3
Diatom-K12873,Diatom,2018,K12873,-2.977901582,day3
Diatom-K13750,Diatom,2018,K13750,-1.067420179,day3
Diatom-K13755,Diatom,2018,K13755,-1.147482674,day3
Diatom-K13858,Diatom,2018,K13858,2.393949043,day3
Diatom-K13993,Diatom,2018,K13993,-0.875323425,day3
Diatom-K14437,Diatom,2018,K14437,-2.856790501,day3
Diatom-K14683,Diatom,2018,K14683,1.37307209,day3
Diatom-K14684,Diatom,2018,K14684,1.810767589,day3
Diatom-K14997,Diatom,2018,K14997,1.552920374,day3
Diatom-K15040,Diatom,2018,K15040,1.772490592,day3
Diatom-K15275,Diatom,2018,K15275,-0.537395927,day3
Diatom-K15290,Diatom,2018,K15290,2.677612275,day3
Diatom-K15372,Diatom,2018,K15372,1.615091245,day3
Diatom-K17732,Diatom,2018,K17732,1.129877353,day3
Diatom-K17795,Diatom,2018,K17795,2.122842704,day3
Diatom-K17893,Diatom,2018,K17893,9.360852509,day3
Diatom-K19269,Diatom,2018,K19269,0.920694487,day3
Diatom-K00006,Diatom,2018,K00006,1.846415897,day5
Diatom-K00011,Diatom,2018,K00011,1.470564393,day5
Diatom-K00012,Diatom,2018,K00012,-0.490397492,day5
Diatom-K00033,Diatom,2018,K00033,0.726010618,day5
Diatom-K00036,Diatom,2018,K00036,0.576534701,day5
Diatom-K00052,Diatom,2018,K00052,-4.154973135,day5
Diatom-K00053,Diatom,2018,K00053,-3.038474768,day5
Diatom-K00057,Diatom,2018,K00057,2.472289245,day5
Diatom-K00058,Diatom,2018,K00058,-2.491617597,day5
Diatom-K00099,Diatom,2018,K00099,-0.678638091,day5
Diatom-K00134,Diatom,2018,K00134,0.95960817,day5
Diatom-K00140,Diatom,2018,K00140,-1.115957201,day5
Diatom-K00161,Diatom,2018,K00161,-1.133130086,day5
Diatom-K00162,Diatom,2018,K00162,-1.009381631,day5
Diatom-K00164,Diatom,2018,K00164,-1.182006171,day5
Diatom-K00208,Diatom,2018,K00208,-1.661486249,day5
Diatom-K00218,Diatom,2018,K00218,-1.406478197,day5
Diatom-K00228,Diatom,2018,K00228,-0.972372096,day5
Diatom-K00231,Diatom,2018,K00231,-1.13501919,day5
Diatom-K00262,Diatom,2018,K00262,1.079637602,day5
Diatom-K00264,Diatom,2018,K00264,-2.118619389,day5
Diatom-K00281,Diatom,2018,K00281,3.762280205,day5
Diatom-K00284,Diatom,2018,K00284,2.23774145,day5
Diatom-K00294,Diatom,2018,K00294,1.423114793,day5
Diatom-K00322,Diatom,2018,K00322,-1.041970375,day5
Diatom-K00323,Diatom,2018,K00323,1.141921402,day5
Diatom-K00327,Diatom,2018,K00327,-1.893735805,day5
Diatom-K00340,Diatom,2018,K00340,-5.876228094,day5
Diatom-K00366,Diatom,2018,K00366,6.615004923,day5
Diatom-K00387,Diatom,2018,K00387,1.179876046,day5
Diatom-K00390,Diatom,2018,K00390,-0.757269151,day5
Diatom-K00428,Diatom,2018,K00428,0.693841518,day5
Diatom-K00434,Diatom,2018,K00434,1.24315165,day5
Diatom-K00461,Diatom,2018,K00461,4.385392794,day5
Diatom-K00472,Diatom,2018,K00472,0.754618187,day5
Diatom-K00486,Diatom,2018,K00486,1.846343496,day5
Diatom-K00500,Diatom,2018,K00500,2.834778299,day5
Diatom-K00521,Diatom,2018,K00521,0.75442127,day5
Diatom-K00602,Diatom,2018,K00602,-1.248532925,day5
Diatom-K00616,Diatom,2018,K00616,1.254804971,day5
Diatom-K00627,Diatom,2018,K00627,-0.704610612,day5
Diatom-K00645,Diatom,2018,K00645,4.007218288,day5
Diatom-K00731,Diatom,2018,K00731,2.51080428,day5
Diatom-K00757,Diatom,2018,K00757,-2.335350337,day5
Diatom-K00761,Diatom,2018,K00761,1.400645107,day5
Diatom-K00764,Diatom,2018,K00764,-1.933226973,day5
Diatom-K00765,Diatom,2018,K00765,-1.840503306,day5
Diatom-K00766,Diatom,2018,K00766,-0.982111837,day5
Diatom-K00789,Diatom,2018,K00789,-1.15627261,day5
Diatom-K00820,Diatom,2018,K00820,0.489277887,day5
Diatom-K00823,Diatom,2018,K00823,3.667443973,day5
Diatom-K00831,Diatom,2018,K00831,-5.461540944,day5
Diatom-K00855,Diatom,2018,K00855,1.095559942,day5
Diatom-K00858,Diatom,2018,K00858,1.367850717,day5
Diatom-K00863,Diatom,2018,K00863,1.159035806,day5
Diatom-K00895,Diatom,2018,K00895,-2.208886988,day5
Diatom-K00919,Diatom,2018,K00919,-2.241620583,day5
Diatom-K00926,Diatom,2018,K00926,-1.00249182,day5
Diatom-K00927,Diatom,2018,K00927,0.343186953,day5
Diatom-K00933,Diatom,2018,K00933,-1.974622925,day5
Diatom-K00939,Diatom,2018,K00939,-0.75941046,day5
Diatom-K00940,Diatom,2018,K00940,-1.480961105,day5
Diatom-K00944,Diatom,2018,K00944,1.468642761,day5
Diatom-K00958,Diatom,2018,K00958,4.345870481,day5
Diatom-K00962,Diatom,2018,K00962,-1.794783228,day5
Diatom-K00991,Diatom,2018,K00991,-1.972667849,day5
Diatom-K01006,Diatom,2018,K01006,3.302091528,day5
Diatom-K01100,Diatom,2018,K01100,0.93168156,day5
Diatom-K01179,Diatom,2018,K01179,1.709394013,day5
Diatom-K01183,Diatom,2018,K01183,0.834457102,day5
Diatom-K01251,Diatom,2018,K01251,-1.26103453,day5
Diatom-K01312,Diatom,2018,K01312,1.839058193,day5
Diatom-K01315,Diatom,2018,K01315,0.921824441,day5
Diatom-K01354,Diatom,2018,K01354,1.256791435,day5
Diatom-K01358,Diatom,2018,K01358,-1.466715358,day5
Diatom-K01379,Diatom,2018,K01379,0.864563953,day5
Diatom-K01408,Diatom,2018,K01408,1.29037188,day5
Diatom-K01424,Diatom,2018,K01424,3.831062508,day5
Diatom-K01433,Diatom,2018,K01433,-2.130573288,day5
Diatom-K01443,Diatom,2018,K01443,2.993791029,day5
Diatom-K01490,Diatom,2018,K01490,-2.117815125,day5
Diatom-K01535,Diatom,2018,K01535,-0.82152762,day5
Diatom-K01539,Diatom,2018,K01539,-1.627175617,day5
Diatom-K01595,Diatom,2018,K01595,-0.968761129,day5
Diatom-K01599,Diatom,2018,K01599,-1.080353307,day5
Diatom-K01609,Diatom,2018,K01609,-0.707732614,day5
Diatom-K01623,Diatom,2018,K01623,-2.398499902,day5
Diatom-K01624,Diatom,2018,K01624,-0.562215006,day5
Diatom-K01626,Diatom,2018,K01626,-1.838425322,day5
Diatom-K01647,Diatom,2018,K01647,-1.049882035,day5
Diatom-K01649,Diatom,2018,K01649,-2.850392352,day5
Diatom-K01662,Diatom,2018,K01662,-0.857903126,day5
Diatom-K01689,Diatom,2018,K01689,-0.797438565,day5
Diatom-K01694,Diatom,2018,K01694,-1.035849314,day5
Diatom-K01698,Diatom,2018,K01698,-1.578215471,day5
Diatom-K01702,Diatom,2018,K01702,-1.344016288,day5
Diatom-K01711,Diatom,2018,K01711,1.325161868,day5
Diatom-K01749,Diatom,2018,K01749,-0.988375718,day5
Diatom-K01756,Diatom,2018,K01756,-1.786629144,day5
Diatom-K01758,Diatom,2018,K01758,-0.792111056,day5
Diatom-K01783,Diatom,2018,K01783,1.381401787,day5
Diatom-K01792,Diatom,2018,K01792,0.843248776,day5
Diatom-K01803,Diatom,2018,K01803,0.755789735,day5
Diatom-K01834,Diatom,2018,K01834,-0.575694744,day5
Diatom-K01835,Diatom,2018,K01835,0.333015335,day5
Diatom-K01845,Diatom,2018,K01845,-1.010862591,day5
Diatom-K01867,Diatom,2018,K01867,-1.194922702,day5
Diatom-K01868,Diatom,2018,K01868,-1.486586957,day5
Diatom-K01869,Diatom,2018,K01869,-1.838284899,day5
Diatom-K01870,Diatom,2018,K01870,-2.72666636,day5
Diatom-K01872,Diatom,2018,K01872,-1.190386691,day5
Diatom-K01873,Diatom,2018,K01873,-2.214686486,day5
Diatom-K01874,Diatom,2018,K01874,-2.05215296,day5
Diatom-K01875,Diatom,2018,K01875,-0.908221274,day5
Diatom-K01876,Diatom,2018,K01876,-1.654395873,day5
Diatom-K01880,Diatom,2018,K01880,-0.766614117,day5
Diatom-K01881,Diatom,2018,K01881,-1.550511515,day5
Diatom-K01885,Diatom,2018,K01885,-1.335081767,day5
Diatom-K01887,Diatom,2018,K01887,-2.386533537,day5
Diatom-K01889,Diatom,2018,K01889,-1.189217467,day5
Diatom-K01890,Diatom,2018,K01890,-1.118906632,day5
Diatom-K01914,Diatom,2018,K01914,-0.683985182,day5
Diatom-K01915,Diatom,2018,K01915,0.577041008,day5
Diatom-K01939,Diatom,2018,K01939,-1.171939513,day5
Diatom-K01940,Diatom,2018,K01940,-0.491800225,day5
Diatom-K01952,Diatom,2018,K01952,-2.867486059,day5
Diatom-K01953,Diatom,2018,K01953,-1.069206816,day5
Diatom-K01969,Diatom,2018,K01969,1.961161138,day5
Diatom-K02051,Diatom,2018,K02051,1.607897352,day5
Diatom-K02078,Diatom,2018,K02078,-0.868112995,day5
Diatom-K02112,Diatom,2018,K02112,2.320820106,day5
Diatom-K02115,Diatom,2018,K02115,-2.144211593,day5
Diatom-K02132,Diatom,2018,K02132,-0.817514404,day5
Diatom-K02133,Diatom,2018,K02133,-1.039050266,day5
Diatom-K02134,Diatom,2018,K02134,-1.238221163,day5
Diatom-K02144,Diatom,2018,K02144,-1.150842656,day5
Diatom-K02149,Diatom,2018,K02149,-1.639180984,day5
Diatom-K02153,Diatom,2018,K02153,-3.010986642,day5
Diatom-K02183,Diatom,2018,K02183,1.428796271,day5
Diatom-K02266,Diatom,2018,K02266,-1.563365693,day5
Diatom-K02291,Diatom,2018,K02291,0.914808226,day5
Diatom-K02293,Diatom,2018,K02293,-1.101301572,day5
Diatom-K02355,Diatom,2018,K02355,-0.52818444,day5
Diatom-K02356,Diatom,2018,K02356,-2.27258649,day5
Diatom-K02357,Diatom,2018,K02357,-0.87677161,day5
Diatom-K02358,Diatom,2018,K02358,-0.92874568,day5
Diatom-K02377,Diatom,2018,K02377,-0.862559171,day5
Diatom-K02519,Diatom,2018,K02519,-1.60836619,day5
Diatom-K02520,Diatom,2018,K02520,-1.283727653,day5
Diatom-K02575,Diatom,2018,K02575,2.511532296,day5
Diatom-K02636,Diatom,2018,K02636,0.525535427,day5
Diatom-K02639,Diatom,2018,K02639,-3.587939673,day5
Diatom-K02641,Diatom,2018,K02641,-0.368674904,day5
Diatom-K02692,Diatom,2018,K02692,8.692060571,day5
